,business_id,name,chain_name,address,city,state,postal_code,latitude,longitude,stars,American,Mexican,Italian,Japanese,Chinese,Thai,Mediterranean,French,Vietnamese,Greek,Indian,Korean,Hawaiian,African,Spanish,Middle Eastern,Other,age,review_count_16_19,review_normalized,pos,neg,neutral,pos_norm,neg_norm,neutral_norm,bi_goodfood_text,bi_goodloc_text,bi_bad_text,Delivery,RestaurantsPriceRange2,OutdoorSeating,HasTV,Touristy,Hipster,Romantic,Divey,Intimate,Trendy,Upscale,Classy,Casual,Alc_None_served,Alc_beer_and_wine,Alc_full_bar,open_breakfast,open_lunch,open_dinner,open_hours_meals,displayed_open_hours,is_crowded,is_chain,is_open,operation_years
10,ff9xAuZ3-9iljMexfkf3yA,34th Street Cafe,,1005 W 34th St,Austin,TX,78705,30.3026593,-97.7452988,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,1.71,13,10,1,0.93,0.71,0.07,5,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,1,0
11,cXPM7gRVNhAVBk_QGE4Nmg,360 Pizza,360 Pizza,"6203 N Capital Of Texas Hwy, Ste A100",Austin,TX,78731,30.36055619,-97.78949709,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,83,11.86,50,28,5,7.14,4,0.71,4,4,7,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1,1,0
12,bUzFOiNj1y5xxazKo35CUA,360 Pizza,360 Pizza,"2712 Bee Caves Rd, Ste 106",Rollingwood,TX,78746,30.2716475,-97.7862018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,28,7,19,6,3,4.75,1.5,0.75,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,0
13,4eBO5WLoulGlxoArVLbvag,360 Pizza,360 Pizza,2107 Kinney Ave,Austin,TX,78704,30.24849,-97.770414,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,89,14.83,51,28,10,8.5,4.67,1.67,5,6,10,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
14,r7lqPcx9h9hluN_YLsFsew,360 UNO,,"3801 N Capital Of Texas Hwy, Ste G-100",Austin,TX,78746,30.33656931,-97.80383504,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,102,7.85,67,23,12,5.15,1.77,0.92,28,23,6,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,1,0,0,1,0
15,wFMBTGuHhI7c3_Pntl5LLw,3rd Eye Lounge & Elixir Bar,,1701 Toomey Rd,Austin,TX,78702,30.2644322,-97.76155852,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,3.25,13,0,0,3.25,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1,0
16,_njeaLgMzbaVT5VGUb_YTg,40 North,,900 W 10th St,Austin,TX,78703,30.2749757,-97.7517051,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,127,21.17,111,5,11,18.5,0.83,1.83,25,8,3,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
17,Ink65jx0wKAIjhklhWysHw,400 Rabbits Bar,,5701 Slaughter Ln,Austin,TX,78739,30.2005761,-97.8691415,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,2.88,10,10,3,1.25,1.25,0.38,6,0,3,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,2,1,1,0,1,0
18,fxWDgnWbaaMbRYAm4HhHXw,416 Bar & Grille,,"5011 Burnet Rd, Ste 150",Austin,TX,78756,30.3214003,-97.7387718,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8.67,13,12,1,4.33,4,0.33,5,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,1
19,McYWJIorYqqwtvWmM3CdLA,5000 Burnet,,5000 Burnet Rd,Austin,TX,78756,30.3211689,-97.7395166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,22,5.5,18,3,1,4.5,0.75,0.25,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1,0
20,0trONnT5XH95V5fFWiJH5Q,68 Degrees Kitchen,,2401 Lake Austin Blvd,Austin,TX,78703,30.2778941,-97.7729578,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,99,24.75,59,17,23,14.75,4.25,5.75,25,14,7,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
21,YvguawotT_M4nqRwbASIFQ,7-Eleven,7-Eleven,9200 Burnet Rd,Austin,TX,78758,30.37596901,-97.72657372,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0.44,3,1,0,0.33,0.11,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3
22,oHxii55IC8olE5JxHPEZ2A,7-Eleven,7-Eleven,2408 San Gabriel,Austin,TX,78705,30.28875444,-97.74797902,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,1,0,0.67,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
23,YPkzxHKbnTWuvPcwVI7ulw,827 Rays Kitchen + Cellar,,3519 Ranch Road 620 N,Austin,TX,78734,30.39639149,-97.93065574,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,126,31.5,82,25,19,20.5,6.25,4.75,35,22,11,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0
24,E89dktCrksEXjLHTX8QIIg,888 Mini Cafe,,1007 S Congress Ave,Austin,TX,78704,30.254147,-97.747667,3.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,38,6.33,26,9,3,4.33,1.5,0.5,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0,3
25,XNrAtQFU4vl9NA8GTlNonA,888 Pan Asian Restaurant,,"2400 E Oltorf St, Ste 1",Austin,TX,78741,30.22961936,-97.72996869,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,13,876,67.38,701,104,71,53.92,8,5.46,226,171,34,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,1,0,1,0
26,l_u7FTmjctEbwjB7dR96Kw,A&W Restaurant,,5600 Cameron Rd,Austin,TX,78723,30.313797,-97.704568,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,1.8,11,5,2,1.1,0.5,0.2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
27,Mff1wOdZicJYPLDjMeltTA,A+A Sichuan China,,"8650 Spicewood Springs Rd, Ste 133D",Austin,TX,78759,30.432524,-97.770309,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,96,9.6,48,37,11,4.8,3.7,1.1,10,6,8,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,1,0,1,0
28,knOY5Nt5GlmIxAadPlirvQ,ñoños tacos,,102 W Powell Ln,Austin,TX,78753,30.34803497,-97.70328116,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,112,18.67,100,1,11,16.67,0.17,1.83,19,6,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,0,1,0
29,Mvbfzj05yR5dH397_7XPQw,Açai Hut,,1720 Barton Springs Rd,Austin,TX,78704,30.26355018,-97.7630338,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,99,24.75,76,19,4,19,4.75,1,4,10,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,1,0
30,Z_14Q5PE-CCuOlHHB9BV8g,AAA Food Equipment,,615 W Yager Ln,Austin,TX,78753,30.39942102,-97.67555199,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0.17,1,1,0,0.08,0.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1,0
31,ZM6HRhrCMYuRgYfYz1kq1Q,Abby's Mexican Food,,14500 S Interstate 35,Buda,TX,78610,30.0947656,-97.8162992,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,4,19,3,2,3.17,0.5,0.33,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0
32,877rZ8N0PVUaM1TS0Rpurg,Abel's North,,4001 W Parmer Ln,Austin,TX,78727,30.42382552,-97.71534073,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3.6,2,13,3,0.4,2.6,0.6,3,1,4,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,1,0
33,1Aj548eb5DPb9fIF2HW32Q,Abel's On the Lake,,3825 Lake Austin Blvd,Austin,TX,78703,30.2954696,-97.7839512,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,254,23.09,66,160,28,6,14.55,2.55,62,31,42,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,0,0,1,0
34,wjzyQScG1gjO-VdcjeEarg,Abo Youssef,,2101 Manor Rd,Austin,TX,78722,30.283955,-97.719837,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,356,71.2,329,9,18,65.8,1.8,3.6,75,31,7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
35,anIWxMvKDI4AE93c6YWMZw,Abuelo's,,"2901 S Capital Of Texas Hwy, Barton Creek Square Mall Bldg 7",Austin,TX,78746,30.254064,-97.80734,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,118,9.08,71,34,13,5.46,2.62,1,54,24,4,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,1,0
36,0IhXgDHqW9EPty9VSEMLOg,Agazajo's Flying Pizza & Italian Restaurant,,2406 US Hwy 183 S,Austin,TX,78744,30.213307,-97.68383,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,11,52,4,10,8.67,0.67,1.67,25,16,5,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,1,0
37,YIkzoQqUCoyc4kASKPqAFA,Aguilera's Mexican Restaurant,,7210 Cameron Rd,Austin,TX,78752,30.3267966,-97.6923958,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,1.27,10,3,1,0.91,0.27,0.09,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1,0
38,PkmsrSoqd6t8iCnNopEsUw,Ah Sing Den,,1100 E 6th St,Austin,TX,78702,30.2648498,-97.7312949,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,187,46.75,112,56,19,28,14,4.75,50,15,17,0,2,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0
39,rFFrU3-Kd0AgH4Hweu7AqA,Aimee's Super Fantazmo,,1211 E 6th St,Austin,TX,78702,30.263926,-97.729894,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,37,12.33,25,10,2,8.33,3.33,0.67,10,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
40,tHv6_4DKOV8sZnlvTrCN9Q,Al Pastor,Al Pastor,1911 E Riverside Dr,Austin,TX,78798,30.2420956,-97.7299725,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,218,16.77,165,34,19,12.69,2.62,1.46,20,18,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1,1,1,1,0
41,M-sXssfB6aEt_HtcPaJVVw,Al Pastor,Al Pastor,3700 S Congress Ave,Austin,TX,78704,30.2264869,-97.7624294,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,0,2,0,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
42,2VJ91McOlLP_d_pSOEv_nQ,Alamo Drafthouse Cinema Ritz,Alamo Drafthouse Cinema Ritz,320 East 6th St,Austin,TX,78701,30.2674455,-97.7395692,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,130,9.29,101,16,13,7.21,1.14,0.93,9,18,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
43,tzHvGr0GbJenQ6YncaTPmg,Alamo Drafthouse Cinema Slaughter Lane,Alamo Drafthouse Cinema Ritz,5701 West Slaughter Ln,Austin,TX,78739,30.19874504,-97.868836,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,174,21.75,101,49,24,12.62,6.12,3,34,32,20,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,0
44,C0d5kzUx6C19mLcxQyhxCA,Alamo Drafthouse Cinema South Lamar,Alamo Drafthouse Cinema Ritz,1120 South Lamar Blvd,Austin,TX,78704,30.256068,-97.763324,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,256,42.67,138,87,31,23,14.5,5.17,41,21,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,1,1,0
45,fD5uCmtXSMilFYvqmAdZOw,Alamo Drafthouse Cinema Village,Alamo Drafthouse Cinema Ritz,"2700 West Anderson Ln, Suite 701",Austin,TX,78757,30.35963298,-97.73484114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,126,9,74,34,18,5.29,2.43,1.29,33,21,8,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
46,qE_RTEaTWiutnrLt_x9ZBw,Alborz Persian Cuisine,,"3300 W Anderson Ln, Ste 300",Austin,TX,78757,30.36214901,-97.74229891,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,28,2.33,17,7,4,1.42,0.58,0.33,8,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
47,TKEmPN45epfqtNQq6wY8Dg,ALC Steaks,,1205 N Lamar Blvd,Austin,TX,78703,30.2775569,-97.750835,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,189,13.5,133,37,19,9.5,2.64,1.36,55,30,10,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,1,0
48,L64NrzjLgTP3_wPEcE8cXA,Alcomar,,1816 S 1st St,Austin,TX,78704,30.24684067,-97.756429,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,194,48.5,133,32,29,33.25,8,7.25,111,40,14,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0,2
49,S-66gQ7_Ls0tSEtLqGvG-g,Alfredo's Mexican Food,,15608 Spring Hill Ln,Pflugerville,TX,78660,30.445739,-97.6517169,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1.75,3,2,2,0.75,0.5,0.5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,2
50,#NAME?,All Star Burger,,"12921 Hill Country Blvd, Ste D2-105",Austin,TX,78738,30.30930729,-97.94259917,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,121,15.12,85,23,13,10.62,2.88,1.62,19,14,4,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,1,0,1,0
51,BX2J-O891PfC_eMhNu5zmw,ALLI Mexican Cuisine,,948 Payton Gin Rd,Austin,TX,78758,30.3599465,-97.7040102,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,13,45,5,2,11.25,1.25,0.5,18,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,1,0
52,sxzueSzq3yUSaR36se-_hw,Alma's Tacos,,8213 Brodie Ln,Austin,TX,78745,30.200864,-97.838024,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,9,40,9,5,6.67,1.5,0.83,10,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,1,0
53,g5Vm1meI_bFMle8sEXXygQ,Alonzo Tacos,,907 Montopolis Dr,Austin,TX,78741,30.2350457,-97.6965943,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.56,4,1,0,0.44,0.11,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,3
54,0ABraNehd1Vwb83-PFdXDw,Alpine Engine,,,Austin,TX,78701,30.268735,-97.745209,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,72,5.14,54,13,5,3.86,0.93,0.36,7,8,2,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
55,Z5Z3lzVfeuY4RShRdQiTzA,Alta's Cafe,,74 Trinity St,Austin,TX,78701,30.2605183,-97.74176106,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,94,13.43,51,28,15,7.29,4,2.14,6,15,7,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1,1,0,1,0
56,sHgRJ37WZK7B1m5U2wV33w,Amaya's Taco Village,Amaya's Taco Village,5804 N Interstate 35,Austin,TX,78751,30.31921282,-97.70799377,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,161,12.38,95,54,12,7.31,4.15,0.92,47,26,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,1,0
57,6_XMlraOEBG5fJEFE8hHSg,Amaya's Taco Village,Amaya's Taco Village,"9900 S Ih 35 Frontage Rd, Ste 100, Bldg O",Austin,TX,78748,30.154069,-97.793727,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,10.5,33,20,10,5.5,3.33,1.67,14,9,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,1,0
58,jV7KL4sDxZzeko7z8xbnIQ,Amy's Ice Creams,,"9600 S I-35, Bldg C, Ste 400",Austin,TX,78748,30.16119981,-97.79169383,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,36,2.77,23,8,5,1.77,0.62,0.38,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,1,0
59,qoXoh_b3EIj5Oo2UY7IStg,Ancho's Restaurant,,700 San Jacinto Blvd,Austin,TX,78701,30.268949,-97.74040293,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,1.23,12,2,2,0.92,0.15,0.15,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
60,YAnvqg699tciMYsqQfqMjw,Anderson's Coffee Company,,"1601 W 38th St, Ste 2",Austin,TX,78731,30.3086982,-97.7504555,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,46,3.54,46,0,0,3.54,0,0,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1,0
61,T4GbWPx-KXi_6-xDrVT1BA,Andiamo Ristorante,,"2521 Rutland Dr, Ste 325",Austin,TX,78758,30.382337,-97.723175,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,120,9.23,84,29,7,6.46,2.23,0.54,26,24,7,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
62,n8kBconpaJJg32tGrLHeFg,Angie's Mexican Restaurant,,1307 E 7th St,Austin,TX,78702,30.2643782,-97.7286642,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,3.77,26,19,4,2,1.46,0.31,9,7,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1,0,1,0
63,r_5oHnhySNH4CrL0hGMR2A,Annie's Cafe & Bar,Annie's Cafe and Bar,319 Congress Ave,Austin,TX,78701,30.2657316,-97.7434192,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,142,11.83,88,33,21,7.33,2.75,1.75,31,28,8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,2
64,LWHFqFfhzaB2pVsvi1JDxQ,Annie's Cafe and Bar,Annie's Cafe and Bar,"3600 Presidential Blvd, West Terminal Gate 18, Austin-Bergstrom International Airport",Austin,TX,78719,30.20225834,-97.67018624,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,131,16.38,49,62,20,6.12,7.75,2.5,10,3,11,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
65,siuWdB-wVmQY1uQdukjxJg,Ann's Piece of Cake,,1631 Barton Springs Rd,Austin,TX,78704,30.26042537,-97.75603115,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,6,11,5,2,3.67,1.67,0.67,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0,2
66,QOGnLvmRC6qMHFhjZ03vIQ,Antojitos Hondureños,Antojitos Hondureños,"7901 Cameron Rd, Ste 5C",Austin,TX,78754,30.3338353,-97.6849111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.8,4,3,1,0.4,0.3,0.1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3
67,WR26CbBpFcdDUJGu_wzuig,Antojitos Hondureños El Progreso,Antojitos Hondureños,12030 N Lamar Blvd,Austin,TX,78753,30.39257927,-97.68184554,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,3,0,0,0.6,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
68,x8ssTD-nP5WRpNP08SO1iA,Antojitos La Pasadita,,10555 Hwy 290 E,Manor,TX,78653,30.34906007,-97.55826954,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,1,0.67,0,0.33,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,1,0
